Method,Nodes,Cyclomatic Complexity
org/assertj/core/internal/Files.assertCanWrite,23,2
org/assertj/core/internal/Files.assertCanRead,23,2
org/assertj/core/internal/Files.assertHasParent,64,4
org/assertj/core/internal/Files.assertHasExtension,39,2
org/assertj/core/internal/Files.getFileExtension,30,2
org/assertj/core/internal/Files.assertHasName,32,2
org/assertj/core/internal/Files.assertNotNull,11,1
org/assertj/core/internal/Files.assertHasNoParent,23,2
org/assertj/core/internal/IgnoringFieldsComparator.<init>,16,1
org/assertj/core/internal/IgnoringFieldsComparator.<init>,14,1
org/assertj/core/internal/IgnoringFieldsComparator.getFields,7,1
org/assertj/core/internal/IgnoringFieldsComparator.areEqual,28,2
org/assertj/core/internal/IgnoringFieldsComparator.toString,20,1
org/assertj/core/internal/Arrays.<clinit>,9,1
org/assertj/core/internal/Arrays.instance,6,1
org/assertj/core/internal/Arrays.<init>,10,1
org/assertj/core/internal/Arrays.<init>,14,1
org/assertj/core/internal/Arrays.getComparator,18,2
org/assertj/core/internal/Arrays.getComparisonStrategy,7,1
org/assertj/core/internal/Arrays.assertIsArray,17,2
org/assertj/core/internal/Arrays.assertNullOrEmpty,19,3
org/assertj/core/internal/Arrays.assertEmpty,22,2
org/assertj/core/internal/Arrays.assertHasSize,29,2
org/assertj/core/internal/Arrays.assertHasSameSizeAs,18,1
org/assertj/core/internal/Arrays.assertHasSameSizeAs,28,1
org/assertj/core/internal/Arrays.assertContains,76,5
org/assertj/core/internal/Arrays.assertcontainsAll,83,5
org/assertj/core/internal/Arrays.assertContains,60,2
org/assertj/core/internal/Arrays.assertNotEmpty,21,2
org/assertj/core/internal/Arrays.assertDoesNotContain,47,3
org/assertj/core/internal/Arrays.assertContainsOnly,51,3
org/assertj/core/internal/Arrays.assertContainsOnlyNulls,74,5
org/assertj/core/internal/Arrays.assertContainsExactly,144,6
org/assertj/core/internal/Arrays.assertContainsExactlyInAnyOrder,85,6
org/assertj/core/internal/Arrays.assertContainsOnlyOnce,106,7
org/assertj/core/internal/Arrays.iterableContains,10,1
org/assertj/core/internal/Arrays.iterablesRemoveFirst,12,1
org/assertj/core/internal/Arrays.assertContainsSequence,55,4
org/assertj/core/internal/Arrays.assertDoesNotContainSequence,58,4
org/assertj/core/internal/Arrays.containsSequenceAtGivenIndex,48,3
org/assertj/core/internal/Arrays.assertContainsSubsequence,90,6
org/assertj/core/internal/Arrays.assertHasOnlyElementsOfTypes,97,6
org/assertj/core/internal/Arrays.assertDoesNotContainSubsequence,107,7
org/assertj/core/internal/Arrays.areEqual,10,1
org/assertj/core/internal/Arrays.assertDoesNotContain,74,4
org/assertj/core/internal/Arrays.arrayContains,10,1
org/assertj/core/internal/Arrays.assertDoesNotHaveDuplicates,39,2
org/assertj/core/internal/Arrays.assertStartsWith,75,5
org/assertj/core/internal/Arrays.commonChecks,27,3
org/assertj/core/internal/Arrays.checkNulls,14,1
org/assertj/core/internal/Arrays.arrayDoesNotStartWithSequence,13,1
org/assertj/core/internal/Arrays.assertEndsWith,19,1
org/assertj/core/internal/Arrays.assertEndsWith,86,4
org/assertj/core/internal/Arrays.assertIsSubsetOf,77,4
org/assertj/core/internal/Arrays.assertContainsNull,24,2
org/assertj/core/internal/Arrays.assertDoesNotContainNull,24,2
org/assertj/core/internal/Arrays.assertAre,31,2
org/assertj/core/internal/Arrays.assertAreNot,31,2
org/assertj/core/internal/Arrays.assertHave,31,2
org/assertj/core/internal/Arrays.assertHaveNot,31,2
org/assertj/core/internal/Arrays.assertAreAtLeast,32,2
org/assertj/core/internal/Arrays.assertAreAtMost,30,2
org/assertj/core/internal/Arrays.assertAreExactly,32,2
org/assertj/core/internal/Arrays.assertHaveAtLeast,32,2
org/assertj/core/internal/Arrays.assertHaveAtMost,32,2
org/assertj/core/internal/Arrays.assertHaveExactly,32,2
org/assertj/core/internal/Arrays.assertContainsAnyOf,63,4
org/assertj/core/internal/Arrays.getElementsMatchingCondition,13,1
org/assertj/core/internal/Arrays.getElementsNotMatchingCondition,13,1
org/assertj/core/internal/Arrays.filterElements,84,6
org/assertj/core/internal/Arrays.assertIsSorted,116,7
org/assertj/core/internal/Arrays.assertIsSortedAccordingToComparator,108,6
org/assertj/core/internal/Arrays.asList,56,3
org/assertj/core/internal/Arrays.arrayOfComparableItems,42,2
org/assertj/core/internal/Arrays.assertThatArrayComponentTypeIsSortable,37,3
org/assertj/core/internal/Arrays.checkIsNotNullAndNotEmpty,17,2
org/assertj/core/internal/Arrays.checkIsNotNull,12,2
org/assertj/core/internal/Arrays.isArrayEmpty,13,2
org/assertj/core/internal/Arrays.arrayDoesNotEndWithSequence,13,1
org/assertj/core/internal/Arrays.assertNotNull,11,1
org/assertj/core/internal/Arrays.sizeOf,17,2
org/assertj/core/internal/Arrays.failIfEmptySinceActualIsNotEmpty,16,2
org/assertj/core/internal/BinaryDiffResult.<init>,28,1
org/assertj/core/internal/BinaryDiffResult.hasNoDiff,14,2
org/assertj/core/internal/BinaryDiffResult.noDiff,11,1
org/assertj/core/internal/BinaryDiffResult.describe,23,2
org/assertj/core/internal/IterableDiff.diff,11,1
org/assertj/core/internal/IterableDiff.<init>,32,1
org/assertj/core/internal/IterableDiff.differencesFound,18,3
org/assertj/core/internal/IterableDiff.missingElements,42,3
org/assertj/core/internal/IterableDiff.unexpectedElements,42,3
org/assertj/core/internal/IterableDiff.iterableContains,10,1
org/assertj/core/internal/RealNumbers.<init>,9,1
org/assertj/core/internal/RealNumbers.<init>,10,1
org/assertj/core/internal/RealNumbers.assertIsNaN,13,1
org/assertj/core/internal/RealNumbers.NaN,2,1
org/assertj/core/internal/RealNumbers.assertEqual,13,1
org/assertj/core/internal/RealNumbers.assertIsNotNaN,13,1
org/assertj/core/internal/RealNumbers.isGreaterThan,16,2
org/assertj/core/internal/Conditions.<clinit>,9,1
org/assertj/core/internal/Conditions.instance,6,1
org/assertj/core/internal/Conditions.<init>,14,1
org/assertj/core/internal/Conditions.assertIs,25,2
org/assertj/core/internal/Conditions.assertIsNot,25,2
org/assertj/core/internal/Conditions.assertHas,25,2
org/assertj/core/internal/Conditions.assertDoesNotHave,25,2
org/assertj/core/internal/Conditions.assertIsNotNull,13,1
org/assertj/core/internal/Conditions.assertIsNotNull,13,1
org/assertj/core/internal/Floats.<clinit>,9,1
org/assertj/core/internal/Floats.instance,6,1
org/assertj/core/internal/Floats.<init>,9,1
org/assertj/core/internal/Floats.<init>,10,1
org/assertj/core/internal/Floats.zero,7,1
org/assertj/core/internal/Floats.one,7,1
org/assertj/core/internal/Floats.NaN,7,1
org/assertj/core/internal/Floats.absDiff,12,1
org/assertj/core/internal/Floats.one,7,1
org/assertj/core/internal/Floats.zero,7,1
org/assertj/core/internal/Floats.NaN,7,1
org/assertj/core/internal/Floats.absDiff,11,1
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.<init>,14,1
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.areEqual,43,8
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.compareElementsOf,47,4
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.toString,22,1
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.asText,16,1
org/assertj/core/internal/AtomicReferenceArrayElementComparisonStrategy.isStandard,6,1
org/assertj/core/internal/Strings.<clinit>,9,1
org/assertj/core/internal/Strings.instance,6,1
org/assertj/core/internal/Strings.<init>,10,1
org/assertj/core/internal/Strings.<init>,19,1
org/assertj/core/internal/Strings.getComparator,20,2
org/assertj/core/internal/Strings.assertNullOrEmpty,20,3
org/assertj/core/internal/Strings.assertEmpty,24,2
org/assertj/core/internal/Strings.assertNotEmpty,23,2
org/assertj/core/internal/Strings.hasContent,13,2
org/assertj/core/internal/Strings.assertBlank,19,2
org/assertj/core/internal/Strings.assertNotBlank,19,2
org/assertj/core/internal/Strings.isBlank,44,5
org/assertj/core/internal/Strings.assertJavaBlank,19,2
org/assertj/core/internal/Strings.assertNotJavaBlank,19,2
org/assertj/core/internal/Strings.isJavaBlank,44,5
org/assertj/core/internal/Strings.assertHasSize,19,1
org/assertj/core/internal/Strings.assertHasLineCount,58,3
org/assertj/core/internal/Strings.assertHasSameSizeAs,19,1
org/assertj/core/internal/Strings.assertHasSameSizeAs,24,1
org/assertj/core/internal/Strings.assertHasSameSizeAs,25,1
org/assertj/core/internal/Strings.assertContains,112,6
org/assertj/core/internal/Strings.assertContainsOnlyDigits,61,4
org/assertj/core/internal/Strings.checkIsNotNull,12,2
org/assertj/core/internal/Strings.checkIsNotEmpty,13,2
org/assertj/core/internal/Strings.stringContains,12,1
org/assertj/core/internal/Strings.assertContainsIgnoringCase,37,2
org/assertj/core/internal/Strings.assertDoesNotContain,36,2
org/assertj/core/internal/Strings.checkCharSequenceIsNotNull,11,1
org/assertj/core/internal/Strings.assertEqualsIgnoringCase,21,2
org/assertj/core/internal/Strings.assertNotEqualsIgnoringCase,23,2
org/assertj/core/internal/Strings.areEqualIgnoringCase,30,4
org/assertj/core/internal/Strings.assertIsEqualToNormalizingNewlines,32,2
org/assertj/core/internal/Strings.normalizeNewlines,10,1
org/assertj/core/internal/Strings.assertEqualsIgnoringWhitespace,23,2
org/assertj/core/internal/Strings.assertNotEqualsIgnoringWhitespace,23,2
org/assertj/core/internal/Strings.areEqualIgnoringWhitespace,30,3
org/assertj/core/internal/Strings.removeAllWhitespaces,52,3
org/assertj/core/internal/Strings.assertEqualsNormalizingWhitespace,23,2
org/assertj/core/internal/Strings.assertNotEqualsNormalizingWhitespace,23,2
org/assertj/core/internal/Strings.areEqualNormalizingWhitespace,30,3
org/assertj/core/internal/Strings.normalizeWhitespace,73,4
org/assertj/core/internal/Strings.assertContainsOnlyOnce,44,2
org/assertj/core/internal/Strings.countOccurrences,57,3
org/assertj/core/internal/Strings.assertStartsWith,38,2
org/assertj/core/internal/Strings.assertDoesNotStartWith,38,2
org/assertj/core/internal/Strings.failIfPrefixIsNull,11,1
org/assertj/core/internal/Strings.assertEndsWith,38,2
org/assertj/core/internal/Strings.assertDoesNotEndWith,38,2
org/assertj/core/internal/Strings.failIfSuffixIsNull,11,1
org/assertj/core/internal/Strings.assertMatches,32,2
org/assertj/core/internal/Strings.assertDoesNotMatch,32,2
org/assertj/core/internal/Strings.checkRegexIsNotNull,13,2
org/assertj/core/internal/Strings.assertMatches,33,2
org/assertj/core/internal/Strings.assertDoesNotMatch,31,3
org/assertj/core/internal/Strings.checkIsNotNull,13,2
org/assertj/core/internal/Strings.patternToMatchIsNull,9,1
org/assertj/core/internal/Strings.assertNotNull,11,1
org/assertj/core/internal/Strings.assertContainsSequence,192,9
org/assertj/core/internal/Strings.indexOf,35,3
org/assertj/core/internal/Strings.assertXmlEqualsTo,55,2
org/assertj/core/internal/Strings.assertIsSubstringOf,37,2
org/assertj/core/internal/Strings.assertContainsPattern,43,2
org/assertj/core/internal/Strings.assertContainsPattern,37,2
org/assertj/core/internal/Strings.assertDoesNotContainPattern,23,1
org/assertj/core/internal/Strings.assertDoesNotContainPattern,37,2
org/assertj/core/internal/Strings.checkCharSequenceArrayDoesNotHaveNullElements,53,3
org/assertj/core/internal/Futures.<clinit>,9,1
org/assertj/core/internal/Futures.<init>,14,1
org/assertj/core/internal/Futures.instance,6,1
org/assertj/core/internal/Futures.assertIsCancelled,26,2
org/assertj/core/internal/Futures.assertIsNotCancelled,26,2
org/assertj/core/internal/Futures.assertIsDone,26,2
org/assertj/core/internal/Futures.assertIsNotDone,26,2
org/assertj/core/internal/Futures.assertNotNull,11,1
org/assertj/core/internal/Objects.<clinit>,9,1
org/assertj/core/internal/Objects.instance,6,1
org/assertj/core/internal/Objects.<init>,10,1
org/assertj/core/internal/Objects.<init>,29,1
org/assertj/core/internal/Objects.getComparator,22,2
org/assertj/core/internal/Objects.getComparisonStrategy,7,1
org/assertj/core/internal/Objects.assertIsInstanceOf,22,2
org/assertj/core/internal/Objects.assertIsInstanceOfAny,22,2
org/assertj/core/internal/Objects.objectIsInstanceOfOneOfGivenClasses,72,3
org/assertj/core/internal/Objects.assertIsNotInstanceOf,22,2
org/assertj/core/internal/Objects.isInstanceOfClass,18,1
org/assertj/core/internal/Objects.assertIsNotInstanceOfAny,22,2
org/assertj/core/internal/Objects.assertHasSameClassAs,22,2
org/assertj/core/internal/Objects.haveSameClass,30,1
org/assertj/core/internal/Objects.assertDoesNotHaveSameClassAs,22,2
org/assertj/core/internal/Objects.assertIsExactlyInstanceOf,24,2
org/assertj/core/internal/Objects.actualIsExactlyInstanceOfType,19,1
org/assertj/core/internal/Objects.assertIsNotExactlyInstanceOf,24,2
org/assertj/core/internal/Objects.assertIsOfAnyClassIn,26,2
org/assertj/core/internal/Objects.isOfOneOfGivenTypes,22,1
org/assertj/core/internal/Objects.assertIsNotOfAnyClassIn,26,2
org/assertj/core/internal/Objects.checkIsNotNullAndIsNotEmpty,27,2
org/assertj/core/internal/Objects.assertEqual,27,2
org/assertj/core/internal/Objects.assertNotEqual,25,2
org/assertj/core/internal/Objects.areEqual,10,1
org/assertj/core/internal/Objects.assertNull,24,2
org/assertj/core/internal/Objects.assertNotNull,18,2
org/assertj/core/internal/Objects.assertSame,21,2
org/assertj/core/internal/Objects.assertNotSame,20,2
org/assertj/core/internal/Objects.assertHasToString,29,2
org/assertj/core/internal/Objects.assertIsIn,18,1
org/assertj/core/internal/Objects.assertIsNotIn,18,1
org/assertj/core/internal/Objects.checkIsNotNullAndNotEmpty,27,2
org/assertj/core/internal/Objects.isItemInArray,40,3
org/assertj/core/internal/Objects.assertIsIn,28,2
org/assertj/core/internal/Objects.assertIsNotIn,28,2
org/assertj/core/internal/Objects.checkIsNotNullAndNotEmpty,20,1
org/assertj/core/internal/Objects.isActualIn,34,3
org/assertj/core/internal/Objects.assertIsEqualToIgnoringNullFields,153,6
org/assertj/core/internal/Objects.assertIsEqualToComparingOnlyGivenFields,60,2
org/assertj/core/internal/Objects.isEqualToComparingOnlyGivenFields,101,3
org/assertj/core/internal/Objects.assertIsEqualToIgnoringGivenFields,56,2
org/assertj/core/internal/Objects.isEqualToIgnoringGivenFields,125,5
org/assertj/core/internal/Objects.propertyOrFieldValuesAreEqual,75,7
org/assertj/core/internal/Objects.canReadFieldValue,22,3
org/assertj/core/internal/Objects.assertHasNoNullFieldsOrPropertiesExcept,101,6
org/assertj/core/internal/Objects.assertIsEqualToComparingFieldByFieldRecursively,42,2
org/assertj/core/internal/Objects.getPropertyOrFieldValue,9,1
org/assertj/core/internal/Objects.getDeclaredFieldsIncludingInherited,49,3
org/assertj/core/internal/Objects.getDeclaredFieldsIgnoringSyntheticAndStatic,45,4
org/assertj/core/internal/Objects.areEqualToIgnoringGivenFields,21,1
org/assertj/core/internal/Objects.areEqualToComparingOnlyGivenFields,21,1
org/assertj/core/internal/Objects.assertHasFieldOrProperty,35,2
org/assertj/core/internal/Objects.assertHasFieldOrPropertyWithValue,38,2
org/assertj/core/internal/Objects.extractPropertyOrField,9,1
org/assertj/core/internal/Objects.assertHasSameHashCodeAs,33,2
org/assertj/core/internal/ComparisonStrategy.areEqual,2,1
org/assertj/core/internal/ComparisonStrategy.isGreaterThan,2,1
org/assertj/core/internal/ComparisonStrategy.isGreaterThanOrEqualTo,2,1
org/assertj/core/internal/ComparisonStrategy.isLessThan,2,1
org/assertj/core/internal/ComparisonStrategy.isLessThanOrEqualTo,2,1
org/assertj/core/internal/ComparisonStrategy.iterableContains,2,1
org/assertj/core/internal/ComparisonStrategy.iterableRemoves,2,1
org/assertj/core/internal/ComparisonStrategy.iterablesRemoveFirst,2,1
org/assertj/core/internal/ComparisonStrategy.duplicatesFrom,2,1
org/assertj/core/internal/ComparisonStrategy.arrayContains,2,1
org/assertj/core/internal/ComparisonStrategy.stringContains,2,1
org/assertj/core/internal/ComparisonStrategy.stringStartsWith,2,1
org/assertj/core/internal/ComparisonStrategy.stringEndsWith,2,1
org/assertj/core/internal/ComparisonStrategy.isStandard,2,1
org/assertj/core/internal/Difference.<init>,24,1
org/assertj/core/internal/Difference.getPath,7,1
org/assertj/core/internal/Difference.getActual,7,1
org/assertj/core/internal/Difference.getOther,7,1
org/assertj/core/internal/Difference.toString,25,1
